Precinct,BM,BF,BU,WM,WF,WU,APacM,APacF,APacU,HM,HF,HU,NM,NF,NU,OM,OF,OU,UNKNOWN MALE,UNKNOWN FEMALE,UNKNOWN,TOTAL VOTERS,POW_w_Un_Voters,POW_wo_Un_Voters,White_Voters,POC %
WARE-Total,2040,3290,2,6083,7359,8,43,59,0,65,80,0,13,6,1,32,57,0,494,375,7,20014,6564,5688,13450,28.42
WARREN-WARRENTON,891,1219,1,679,721,0,2,5,0,3,5,0,4,2,0,10,8,0,56,41,0,3647,2247,2150,1400,58.95
WARREN-Total,891,1219,1,679,721,0,2,5,0,3,5,0,4,2,0,10,8,0,56,41,0,3647,2247,2150,1400,58.95
WASHINGTON-RIDDLEVILLE,92,121,0,170,210,0,0,0,0,0,0,0,1,0,0,1,0,0,7,11,0,613,233,215,380,35.07
WASHINGTON-WARTHEN,116,177,0,191,199,0,1,0,0,0,0,0,0,0,0,1,0,0,12,6,0,703,313,295,390,41.96
WASHINGTON-TENNILLE,557,940,0,448,497,1,0,1,0,0,4,0,0,0,0,4,4,0,41,29,0,2526,1580,1510,946,59.78
WASHINGTON-OCONEE,117,134,0,148,154,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,561,259,252,302,44.92
WASHINGTON-HARRISON,144,180,0,314,308,0,2,1,0,4,9,0,0,1,0,1,1,0,8,12,0,985,363,343,622,34.82
WASHINGTON-DAVISBORO,155,221,0,216,220,0,0,0,0,2,0,0,0,0,0,2,2,0,11,5,0,834,398,382,436,45.8
WASHINGTON-SANDERSVILLE,1346,2003,0,1165,1401,0,10,11,0,4,11,0,2,1,0,10,9,0,67,71,1,6112,3546,3407,2566,55.74
WASHINGTON-DEEPSTEP,55,64,0,184,219,0,0,0,0,1,0,0,0,0,0,0,1,0,6,4,0,534,131,121,403,22.66
WASHINGTON-Total,2582,3840,0,2836,3208,1,13,13,0,11,24,0,3,2,0,19,18,0,153,144,1,12868,6823,6525,6045,50.71
WAYNE-ODUM,16,27,0,473,524,0,1,0,0,2,5,1,0,0,0,2,3,0,34,37,0,1125,128,57,997,5.07
WAYNE-MADRAY SPRINGS,16,16,0,424,536,0,1,2,0,3,2,0,0,0,0,2,2,0,39,32,0,1075,115,44,960,4.09
WAYNE-OGLETHORPE,35,45,0,663,734,1,2,4,0,4,6,0,1,0,0,2,1,0,75,63,0,1636,238,100,1398,6.11
WAYNE-SCREVEN,102,122,0,515,547,0,0,0,0,4,4,0,0,0,0,2,6,0,49,53,0,1404,342,240,1062,17.09
WAYNE-RITCH,6,5,0,150,150,1,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,329,28,11,301,3.34
WAYNE-EMPIRE,11,15,0,412,446,0,0,1,0,3,1,0,2,0,0,4,1,0,29,36,0,961,103,38,858,3.95
WAYNE-RED HILL,40,47,0,369,419,1,0,1,0,4,6,0,1,0,0,3,0,0,45,45,1,982,193,102,789,10.39
WAYNE-ALTAMAHA,157,239,0,883,1050,0,3,7,0,16,18,0,0,0,0,10,6,0,114,115,0,2618,685,456,1933,17.42
WAYNE-GARDI,10,11,0,258,294,0,0,3,0,1,1,0,0,0,0,1,2,0,24,15,0,620,68,29,552,4.68
WAYNE-MT PLEASANT,3,1,0,141,154,0,0,1,0,1,1,0,0,0,0,0,1,0,11,7,0,321,26,8,295,2.49
WAYNE-VFW,286,544,0,99,177,0,8,5,0,9,14,0,0,1,0,3,8,0,32,38,0,1224,948,878,276,71.73
WAYNE-PINE STREET,190,302,0,221,294,0,8,3,0,8,8,0,0,1,0,4,9,0,50,37,0,1135,620,533,515,46.96
WAYNE-UNITY,134,214,0,607,740,0,0,1,0,11,21,0,0,0,0,4,3,0,65,74,0,1874,527,388,1347,20.7
WAYNE-REC CENTER,75,99,1,532,627,0,7,8,0,15,16,0,1,0,0,4,1,0,60,72,0,1518,359,227,1159,14.95
WAYNE-EAST JESUP,1,6,0,54,76,0,0,0,0,0,1,0,0,0,0,0,0,0,11,4,0,153,23,8,130,5.23
WAYNE-Total,1082,1693,1,5801,6768,3,30,36,0,81,104,1,5,2,0,41,43,0,646,637,1,16975,4403,3119,12572,18.37
WEBSTER-PRESTON 1,309,391,0,423,434,0,0,0,0,4,3,1,1,0,0,5,4,0,8,13,0,1596,739,718,857,44.99
WEBSTER-Total,309,391,0,423,434,0,0,0,0,4,3,1,1,0,0,5,4,0,8,13,0,1596,739,718,857,44.99
WHEELER-ALAMO,242,281,1,583,636,0,0,2,0,7,6,0,0,1,0,2,4,0,20,16,0,1801,582,546,1219,30.32
WHEELER-GLENWOOD,119,167,0,457,475,0,0,0,0,2,8,0,2,1,0,0,2,0,14,13,0,1260,328,301,932,23.89
WHEELER-88888,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,33.33
WHEELER-Total,362,448,1,1040,1113,0,0,2,0,9,14,0,2,2,0,2,6,0,34,29,0,3064,911,848,2153,27.68
WHITE-BLUE CREEK,7,6,0,956,1035,0,0,3,0,9,9,0,2,2,0,3,4,0,39,32,0,2107,116,45,1991,2.14
WHITE-BLUE RIDGE,2,1,0,323,375,0,0,2,0,3,3,0,0,0,0,1,3,0,14,15,0,742,44,15,698,2.02
WHITE-HELEN,2,2,0,242,258,0,5,5,0,0,1,0,0,0,0,2,1,0,17,11,0,546,46,18,500,3.3
WHITE-MOSSY CREEK,11,8,0,1173,1303,2,4,1,0,11,5,0,1,3,0,1,3,0,39,40,1,2606,128,48,2478,1.84
WHITE-MT YONAH,55,71,0,1629,1952,1,14,12,0,21,24,0,0,1,0,9,6,0,74,95,0,3964,382,213,3582,5.37
WHITE-NACOOCHEE,11,20,0,647,711,0,1,3,0,1,1,0,0,0,0,6,1,0,17,25,0,1444,86,44,1358,3.05
WHITE-ROBERTSTOWN,2,0,0,184,151,0,1,0,0,0,1,0,0,0,0,1,1,0,6,6,0,353,18,6,335,1.7
WHITE-SHOAL CREEK,8,6,0,914,1038,0,1,3,0,14,12,0,0,1,0,1,2,0,46,28,0,2074,122,48,1952,2.31
WHITE-TESNATEE,3,2,0,451,465,0,3,0,0,2,1,0,0,1,0,0,0,0,15,16,0,959,43,12,916,1.25
WHITE-TOWN CREEK,2,4,0,619,651,0,3,1,0,2,4,0,0,0,0,2,1,0,25,26,0,1340,70,19,1270,1.42
WHITE-WHITE CREEK,8,1,0,674,782,0,0,1,0,5,8,0,0,0,0,1,1,0,30,21,0,1532,76,25,1456,1.63
WHITE-88888,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
WHITE-Total,111,121,0,7813,8721,3,32,31,0,68,69,0,3,8,0,27,23,0,322,315,1,17668,1131,493,16537,2.79
WHITFIELD-1A,103,143,1,567,772,0,20,13,0,204,217,0,1,0,0,14,10,0,128,139,5,2337,998,726,1339,31.07
WHITFIELD-2A,78,94,0,1084,1212,1,40,43,0,73,85,0,1,4,0,18,16,0,185,163,1,3098,801,452,2297,14.59
WHITFIELD-3A,38,44,0,724,808,2,7,12,0,110,108,0,0,1,0,11,11,0,74,83,1,2034,500,342,1534,16.81
WHITFIELD-4A,28,32,0,840,1024,1,30,25,0,149,142,2,0,3,0,15,13,0,124,128,0,2556,691,439,1865,17.18
WHITFIELD-5A,108,140,0,222,309,0,7,4,0,362,362,1,2,0,0,6,9,0,136,105,1,1774,1243,1001,531,56.43
WHITFIELD-6A,86,144,0,194,228,0,1,2,0,289,235,0,0,0,0,14,14,0,96,100,0,1403,981,785,422,55.95
WHITFIELD-88888,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
WHITFIELD-AN,56,62,0,451,585,1,1,2,0,317,271,1,1,0,0,1,13,0,149,130,1,2042,1005,725,1037,35.5
WHITFIELD-nan,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
WHITFIELD-CA,10,10,0,632,716,2,1,3,0,47,49,0,0,0,0,2,5,0,86,79,0,1642,292,127,1350,7.73
WHITFIELD-CO,16,10,0,526,582,0,1,4,0,16,11,0,0,0,0,2,3,0,66,62,0,1299,191,63,1108,4.85
WHITFIELD-DG,29,32,0,1045,1169,2,17,13,0,184,195,0,0,0,0,15,15,0,156,120,1,2993,777,500,2216,16.71
WHITFIELD-ES,37,51,0,410,520,0,1,0,0,133,136,1,0,0,0,7,9,0,97,86,2,1490,560,375,930,25.17
WHITFIELD-FI,56,61,0,668,724,0,3,4,0,122,109,0,0,0,0,8,8,0,91,70,0,1924,532,371,1392,19.28
WHITFIELD-GL,28,38,0,604,757,1,4,9,0,242,238,0,1,0,0,10,7,0,127,121,1,2188,826,577,1362,26.37
WHITFIELD-LT,5,4,0,424,451,0,0,1,0,15,14,0,1,0,0,2,3,0,44,31,0,995,120,45,875,4.52
WHITFIELD-MC,8,8,0,660,677,0,3,7,0,18,22,0,2,0,0,5,1,0,78,82,0,1571,234,74,1337,4.71
WHITFIELD-NI,21,18,0,838,987,1,2,2,0,69,70,0,0,0,0,0,2,0,120,108,0,2238,412,184,1826,8.22
WHITFIELD-PG,56,73,0,1405,1839,3,26,18,0,276,267,2,3,1,0,12,19,1,227,241,1,4470,1223,754,3247,16.87
WHITFIELD-TH,42,39,0,1401,1550,3,5,11,0,59,67,0,1,3,0,7,6,0,146,162,1,3503,549,240,2954,6.85
